dataset,BIDS_ID,SITE_ID
ABIDE1,sub-0051222,UCLA_1
ABIDE1,sub-0051223,UCLA_1
ABIDE1,sub-0051224,UCLA_1
ABIDE1,sub-0051225,UCLA_1
ABIDE1,sub-0051226,UCLA_1
ABIDE1,sub-0051227,UCLA_1
ABIDE1,sub-0051228,UCLA_1
ABIDE1,sub-0051229,UCLA_1
ABIDE1,sub-0051230,UCLA_1
ABIDE1,sub-0051231,UCLA_1
ABIDE1,sub-0051232,UCLA_1
ABIDE1,sub-0051233,UCLA_1
ABIDE1,sub-0051234,UCLA_1
ABIDE1,sub-0051235,UCLA_1
ABIDE1,sub-0051236,UCLA_1
ABIDE1,sub-0051237,UCLA_1
ABIDE1,sub-0051238,UCLA_1
ABIDE1,sub-0051239,UCLA_1
ABIDE1,sub-0051240,UCLA_1
ABIDE1,sub-0051241,UCLA_1
ABIDE1,sub-0051242,UCLA_1
ABIDE1,sub-0051243,UCLA_1
ABIDE1,sub-0051244,UCLA_1
ABIDE1,sub-0051245,UCLA_1
ABIDE1,sub-0051246,UCLA_1
ABIDE1,sub-0051247,UCLA_1
ABIDE1,sub-0051248,UCLA_1
ABIDE1,sub-0051249,UCLA_1
ABIDE1,sub-0051250,UCLA_1
ABIDE1,sub-0051251,UCLA_1
ABIDE1,sub-0051252,UCLA_1
ABIDE1,sub-0051253,UCLA_1
ABIDE1,sub-0051254,UCLA_1
ABIDE1,sub-0051255,UCLA_1
ABIDE1,sub-0051256,UCLA_1
ABIDE1,sub-0051257,UCLA_1
ABIDE1,sub-0051258,UCLA_1
ABIDE1,sub-0051259,UCLA_1
ABIDE1,sub-0051260,UCLA_1
ABIDE1,sub-0051261,UCLA_1
ABIDE1,sub-0051262,UCLA_1
ABIDE1,sub-0051263,UCLA_1
ABIDE1,sub-0051264,UCLA_1
ABIDE1,sub-0051265,UCLA_1
ABIDE1,sub-0051266,UCLA_1
ABIDE1,sub-0051267,UCLA_1
ABIDE1,sub-0051268,UCLA_1
ABIDE1,sub-0051269,UCLA_1
ABIDE1,sub-0051270,UCLA_1
ABIDE1,sub-0051271,UCLA_1
ABIDE1,sub-0051272,UCLA_1
ABIDE1,sub-0051273,UCLA_1
ABIDE1,sub-0051274,UCLA_1
ABIDE1,sub-0051275,UCLA_1
ABIDE1,sub-0051276,UCLA_1
ABIDE1,sub-0051277,UCLA_1
ABIDE1,sub-0051278,UCLA_1
ABIDE1,sub-0051279,UCLA_1
ABIDE1,sub-0051280,UCLA_1
ABIDE1,sub-0051281,UCLA_1
ABIDE1,sub-0051282,UCLA_1
ABIDE1,sub-0051291,UCLA_2
ABIDE1,sub-0051292,UCLA_2
ABIDE1,sub-0051293,UCLA_2
ABIDE1,sub-0051294,UCLA_2
ABIDE1,sub-0051295,UCLA_2
ABIDE1,sub-0051296,UCLA_2
ABIDE1,sub-0051297,UCLA_2
ABIDE1,sub-0051298,UCLA_2
ABIDE1,sub-0051299,UCLA_2
ABIDE1,sub-0051300,UCLA_2
ABIDE1,sub-0051301,UCLA_2
ABIDE1,sub-0051302,UCLA_2
ABIDE1,sub-0051303,UCLA_2
ABIDE1,sub-0051304,UCLA_2
ABIDE1,sub-0051305,UCLA_2
ABIDE1,sub-0051306,UCLA_2
ABIDE1,sub-0051307,UCLA_2
ABIDE1,sub-0051308,UCLA_2
ABIDE1,sub-0051309,UCLA_2
ABIDE1,sub-0051310,UCLA_2
ABIDE1,sub-0051311,UCLA_2
ABIDE1,sub-0051312,UCLA_2
ABIDE1,sub-0051313,UCLA_2
ABIDE1,sub-0051314,UCLA_2
ABIDE1,sub-0051315,UCLA_2
ABIDE1,sub-0051316,UCLA_2
ABIDE1,sub-0051317,UCLA_2
ABIDE1,sub-0050272,UM_1
ABIDE1,sub-0050273,UM_1
ABIDE1,sub-0050274,UM_1
ABIDE1,sub-0050275,UM_1
ABIDE1,sub-0050276,UM_1
ABIDE1,sub-0050277,UM_1
ABIDE1,sub-0050278,UM_1
ABIDE1,sub-0050279,UM_1
ABIDE1,sub-0050280,UM_1
ABIDE1,sub-0050281,UM_1
ABIDE1,sub-0050282,UM_1
ABIDE1,sub-0050283,UM_1
ABIDE1,sub-0050284,UM_1
ABIDE1,sub-0050285,UM_1
ABIDE1,sub-0050286,UM_1
ABIDE1,sub-0050287,UM_1
ABIDE1,sub-0050288,UM_1
ABIDE1,sub-0050289,UM_1
ABIDE1,sub-0050290,UM_1
ABIDE1,sub-0050291,UM_1
ABIDE1,sub-0050292,UM_1
ABIDE1,sub-0050293,UM_1
ABIDE1,sub-0050294,UM_1
ABIDE1,sub-0050295,UM_1
ABIDE1,sub-0050296,UM_1
ABIDE1,sub-0050297,UM_1
ABIDE1,sub-0050298,UM_1
ABIDE1,sub-0050299,UM_1
ABIDE1,sub-0050300,UM_1
ABIDE1,sub-0050301,UM_1
ABIDE1,sub-0050302,UM_1
ABIDE1,sub-0050303,UM_1
ABIDE1,sub-0050304,UM_1
ABIDE1,sub-0050305,UM_1
ABIDE1,sub-0050306,UM_1
ABIDE1,sub-0050307,UM_1
ABIDE1,sub-0050308,UM_1
ABIDE1,sub-0050309,UM_1
ABIDE1,sub-0050310,UM_1
ABIDE1,sub-0050311,UM_1
ABIDE1,sub-0050312,UM_1
ABIDE1,sub-0050313,UM_1
ABIDE1,sub-0050314,UM_1
ABIDE1,sub-0050315,UM_1
ABIDE1,sub-0050316,UM_1
ABIDE1,sub-0050317,UM_1
ABIDE1,sub-0050318,UM_1
ABIDE1,sub-0050319,UM_1
ABIDE1,sub-0050320,UM_1
ABIDE1,sub-0050321,UM_1
ABIDE1,sub-0050322,UM_1
ABIDE1,sub-0050323,UM_1
ABIDE1,sub-0050324,UM_1
ABIDE1,sub-0050325,UM_1
ABIDE1,sub-0050326,UM_1
ABIDE1,sub-0050327,UM_1
ABIDE1,sub-0050328,UM_1
ABIDE1,sub-0050329,UM_1
ABIDE1,sub-0050330,UM_1
ABIDE1,sub-0050331,UM_1
ABIDE1,sub-0050332,UM_1
ABIDE1,sub-0050333,UM_1
ABIDE1,sub-0050334,UM_1
ABIDE1,sub-0050335,UM_1
ABIDE1,sub-0050336,UM_1
ABIDE1,sub-0050337,UM_1
ABIDE1,sub-0050338,UM_1
ABIDE1,sub-0050339,UM_1
ABIDE1,sub-0050340,UM_1
ABIDE1,sub-0050341,UM_1
ABIDE1,sub-0050342,UM_1
ABIDE1,sub-0050343,UM_1
ABIDE1,sub-0050344,UM_1
ABIDE1,sub-0050345,UM_1
ABIDE1,sub-0050346,UM_1
ABIDE1,sub-0050347,UM_1
ABIDE1,sub-0050348,UM_1
ABIDE1,sub-0050349,UM_1
ABIDE1,sub-0050350,UM_1
ABIDE1,sub-0050351,UM_1
ABIDE1,sub-0050352,UM_1
ABIDE1,sub-0050353,UM_1
ABIDE1,sub-0050354,UM_1
ABIDE1,sub-0050355,UM_1
ABIDE1,sub-0050356,UM_1
ABIDE1,sub-0050357,UM_1
ABIDE1,sub-0050358,UM_1
ABIDE1,sub-0050359,UM_1
ABIDE1,sub-0050360,UM_1
ABIDE1,sub-0050361,UM_1
ABIDE1,sub-0050362,UM_1
ABIDE1,sub-0050363,UM_1
ABIDE1,sub-0050364,UM_1
ABIDE1,sub-0050365,UM_1
ABIDE1,sub-0050366,UM_1
ABIDE1,sub-0050367,UM_1
ABIDE1,sub-0050368,UM_1
ABIDE1,sub-0050369,UM_1
ABIDE1,sub-0050370,UM_1
ABIDE1,sub-0050371,UM_1
ABIDE1,sub-0050372,UM_1
ABIDE1,sub-0050373,UM_1
ABIDE1,sub-0050374,UM_1
ABIDE1,sub-0050375,UM_1
ABIDE1,sub-0050376,UM_1
ABIDE1,sub-0050377,UM_1
ABIDE1,sub-0050378,UM_1
ABIDE1,sub-0050379,UM_1
ABIDE1,sub-0050380,UM_1
ABIDE1,sub-0050381,UM_1
ABIDE1,sub-0050382,UM_2
ABIDE1,sub-0050383,UM_2
ABIDE1,sub-0050385,UM_2
ABIDE1,sub-0050386,UM_2
ABIDE1,sub-0050387,UM_2
ABIDE1,sub-0050388,UM_2
ABIDE1,sub-0050390,UM_2
ABIDE1,sub-0050391,UM_2
ABIDE1,sub-0050397,UM_2
ABIDE1,sub-0050399,UM_2
ABIDE1,sub-0050402,UM_2
ABIDE1,sub-0050403,UM_2
ABIDE1,sub-0050404,UM_2
ABIDE1,sub-0050405,UM_2
ABIDE1,sub-0050406,UM_2
ABIDE1,sub-0050407,UM_2
ABIDE1,sub-0050408,UM_2
ABIDE1,sub-0050410,UM_2
ABIDE1,sub-0050411,UM_2
ABIDE1,sub-0050412,UM_2
ABIDE1,sub-0050413,UM_2
ABIDE1,sub-0050414,UM_2
ABIDE1,sub-0050415,UM_2
ABIDE1,sub-0050416,UM_2
ABIDE1,sub-0050417,UM_2
ABIDE1,sub-0050418,UM_2
ABIDE1,sub-0050419,UM_2
ABIDE1,sub-0050421,UM_2
ABIDE1,sub-0050422,UM_2
ABIDE1,sub-0050423,UM_2
ABIDE1,sub-0050424,UM_2
ABIDE1,sub-0050425,UM_2
ABIDE1,sub-0050426,UM_2
ABIDE1,sub-0050427,UM_2
ABIDE1,sub-0050428,UM_2
ABIDE1,sub-0050432,USM
ABIDE1,sub-0050433,USM
ABIDE1,sub-0050434,USM
ABIDE1,sub-0050435,USM
ABIDE1,sub-0050436,USM
ABIDE1,sub-0050437,USM
ABIDE1,sub-0050438,USM
ABIDE1,sub-0050439,USM
ABIDE1,sub-0050440,USM
ABIDE1,sub-0050441,USM
ABIDE1,sub-0050442,USM
ABIDE1,sub-0050443,USM
ABIDE1,sub-0050444,USM
ABIDE1,sub-0050445,USM
ABIDE1,sub-0050446,USM
ABIDE1,sub-0050447,USM
ABIDE1,sub-0050448,USM
ABIDE1,sub-0050449,USM
ABIDE1,sub-0050450,USM
ABIDE1,sub-0050451,USM
ABIDE1,sub-0050452,USM
ABIDE1,sub-0050453,USM
ABIDE1,sub-0050454,USM
ABIDE1,sub-0050455,USM
ABIDE1,sub-0050456,USM
ABIDE1,sub-0050457,USM
ABIDE1,sub-0050458,USM
ABIDE1,sub-0050459,USM
ABIDE1,sub-0050460,USM
ABIDE1,sub-0050461,USM
ABIDE1,sub-0050462,USM
ABIDE1,sub-0050463,USM
ABIDE1,sub-0050464,USM
ABIDE1,sub-0050465,USM
ABIDE1,sub-0050466,USM
ABIDE1,sub-0050467,USM
ABIDE1,sub-0050468,USM
ABIDE1,sub-0050469,USM
ABIDE1,sub-0050470,USM
ABIDE1,sub-0050471,USM
ABIDE1,sub-0050472,USM
ABIDE1,sub-0050473,USM
ABIDE1,sub-0050474,USM
ABIDE1,sub-0050475,USM
ABIDE1,sub-0050476,USM
ABIDE1,sub-0050477,USM
ABIDE1,sub-0050478,USM
ABIDE1,sub-0050479,USM
ABIDE1,sub-0050480,USM
ABIDE1,sub-0050481,USM
ABIDE1,sub-0050482,USM
ABIDE1,sub-0050483,USM
ABIDE1,sub-0050484,USM
ABIDE1,sub-0050485,USM
ABIDE1,sub-0050486,USM
ABIDE1,sub-0050487,USM
ABIDE1,sub-0050488,USM
ABIDE1,sub-0050489,USM
ABIDE1,sub-0050490,USM
ABIDE1,sub-0050491,USM
ABIDE1,sub-0050492,USM
ABIDE1,sub-0050493,USM
ABIDE1,sub-0050494,USM
ABIDE1,sub-0050495,USM
ABIDE1,sub-0050496,USM
ABIDE1,sub-0050497,USM
ABIDE1,sub-0050498,USM
ABIDE1,sub-0050499,USM
ABIDE1,sub-0050500,USM
ABIDE1,sub-0050501,USM
ABIDE1,sub-0050502,USM
ABIDE1,sub-0050503,USM
ABIDE1,sub-0050504,USM
ABIDE1,sub-0050505,USM
ABIDE1,sub-0050506,USM
ABIDE1,sub-0050507,USM
ABIDE1,sub-0050508,USM
ABIDE1,sub-0050509,USM
ABIDE1,sub-0050510,USM
ABIDE1,sub-0050511,USM
ABIDE1,sub-0050512,USM
ABIDE1,sub-0050513,USM
ABIDE1,sub-0050514,USM
ABIDE1,sub-0050515,USM
ABIDE1,sub-0050516,USM
ABIDE1,sub-0050517,USM
ABIDE1,sub-0050518,USM
ABIDE1,sub-0050519,USM
ABIDE1,sub-0050520,USM
ABIDE1,sub-0050521,USM
ABIDE1,sub-0050522,USM
ABIDE1,sub-0050523,USM
ABIDE1,sub-0050524,USM
ABIDE1,sub-0050525,USM
ABIDE1,sub-0050526,USM
ABIDE1,sub-0050527,USM
ABIDE1,sub-0050528,USM
ABIDE1,sub-0050529,USM
ABIDE1,sub-0050530,USM
ABIDE1,sub-0050531,USM
ABIDE1,sub-0050532,USM
ABIDE1,sub-0050551,YALE
ABIDE1,sub-0050552,YALE
ABIDE1,sub-0050553,YALE
ABIDE1,sub-0050554,YALE
ABIDE1,sub-0050555,YALE
ABIDE1,sub-0050556,YALE
ABIDE1,sub-0050557,YALE
ABIDE1,sub-0050558,YALE
ABIDE1,sub-0050559,YALE
ABIDE1,sub-0050560,YALE
ABIDE1,sub-0050561,YALE
ABIDE1,sub-0050562,YALE
ABIDE1,sub-0050563,YALE
ABIDE1,sub-0050564,YALE
ABIDE1,sub-0050565,YALE
ABIDE1,sub-0050566,YALE
ABIDE1,sub-0050567,YALE
ABIDE1,sub-0050568,YALE
ABIDE1,sub-0050569,YALE
ABIDE1,sub-0050570,YALE
ABIDE1,sub-0050571,YALE
ABIDE1,sub-0050572,YALE
ABIDE1,sub-0050573,YALE
ABIDE1,sub-0050574,YALE
ABIDE1,sub-0050575,YALE
ABIDE1,sub-0050576,YALE
ABIDE1,sub-0050577,YALE
ABIDE1,sub-0050578,YALE
ABIDE1,sub-0050601,YALE
ABIDE1,sub-0050602,YALE
ABIDE1,sub-0050603,YALE
ABIDE1,sub-0050604,YALE
ABIDE1,sub-0050605,YALE
ABIDE1,sub-0050606,YALE
ABIDE1,sub-0050607,YALE
ABIDE1,sub-0050608,YALE
ABIDE1,sub-0050609,YALE
ABIDE1,sub-0050610,YALE
ABIDE1,sub-0050611,YALE
ABIDE1,sub-0050612,YALE
ABIDE1,sub-0050613,YALE
ABIDE1,sub-0050614,YALE
ABIDE1,sub-0050615,YALE
ABIDE1,sub-0050616,YALE
ABIDE1,sub-0050617,YALE
ABIDE1,sub-0050618,YALE
ABIDE1,sub-0050619,YALE
ABIDE1,sub-0050620,YALE
ABIDE1,sub-0050621,YALE
ABIDE1,sub-0050622,YALE
ABIDE1,sub-0050623,YALE
ABIDE1,sub-0050624,YALE
ABIDE1,sub-0050625,YALE
ABIDE1,sub-0050626,YALE
ABIDE1,sub-0050627,YALE
ABIDE1,sub-0050628,YALE
ABIDE2,sub-50002,ABIDEI-PITT
ABIDE2,sub-50005,ABIDEI-PITT
ABIDE2,sub-50006,ABIDEI-PITT
ABIDE2,sub-50007,ABIDEI-PITT
ABIDE2,sub-50013,ABIDEI-PITT
ABIDE2,sub-50026,ABIDEI-PITT
ABIDE2,sub-50027,ABIDEI-PITT
ABIDE2,sub-50028,ABIDEI-PITT
ABIDE2,sub-50029,ABIDEI-PITT
ABIDE2,sub-50031,ABIDEI-PITT
ABIDE2,sub-50035,ABIDEI-PITT
ABIDE2,sub-50038,ABIDEI-PITT
ABIDE2,sub-50047,ABIDEI-PITT
ABIDE2,sub-50048,ABIDEI-PITT
ABIDE2,sub-50049,ABIDEI-PITT
ABIDE2,sub-50050,ABIDEI-PITT
ABIDE2,sub-50051,ABIDEI-PITT
ABIDE2,sub-51209,ABIDEI-UCLA_1
ABIDE2,sub-51215,ABIDEI-UCLA_1
ABIDE2,sub-51231,ABIDEI-UCLA_1
ABIDE2,sub-51234,ABIDEI-UCLA_1
ABIDE2,sub-51235,ABIDEI-UCLA_1
ABIDE2,sub-51236,ABIDEI-UCLA_1
ABIDE2,sub-51243,ABIDEI-UCLA_1
ABIDE2,sub-51244,ABIDEI-UCLA_1
ABIDE2,sub-51246,ABIDEI-UCLA_1
ABIDE2,sub-51247,ABIDEI-UCLA_1
ABIDE2,sub-51258,ABIDEI-UCLA_1
ABIDE2,sub-51270,ABIDEI-UCLA_1
ABIDE2,sub-51274,ABIDEI-UCLA_1
ABIDE2,sub-51292,ABIDEI-UCLA_2
ABIDE2,sub-51294,ABIDEI-UCLA_2
ABIDE2,sub-51298,ABIDEI-UCLA_2
ABIDE2,sub-51300,ABIDEI-UCLA_2
ABIDE2,sub-51307,ABIDEI-UCLA_2
ABIDE2,sub-51312,ABIDEI-UCLA_2
ABIDE2,sub-51313,ABIDEI-UCLA_2
ABIDE2,sub-51315,ABIDEI-UCLA_2
ABIDE2,sub-29006,ABIDEII-BNI_1
ABIDE2,sub-29007,ABIDEII-BNI_1
ABIDE2,sub-29008,ABIDEII-BNI_1
ABIDE2,sub-29009,ABIDEII-BNI_1
ABIDE2,sub-29010,ABIDEII-BNI_1
ABIDE2,sub-29011,ABIDEII-BNI_1
ABIDE2,sub-29012,ABIDEII-BNI_1
ABIDE2,sub-29013,ABIDEII-BNI_1
ABIDE2,sub-29014,ABIDEII-BNI_1
ABIDE2,sub-29015,ABIDEII-BNI_1
ABIDE2,sub-29016,ABIDEII-BNI_1
ABIDE2,sub-29017,ABIDEII-BNI_1
ABIDE2,sub-29018,ABIDEII-BNI_1
ABIDE2,sub-29019,ABIDEII-BNI_1
ABIDE2,sub-29020,ABIDEII-BNI_1
ABIDE2,sub-29021,ABIDEII-BNI_1
ABIDE2,sub-29022,ABIDEII-BNI_1
ABIDE2,sub-29023,ABIDEII-BNI_1
ABIDE2,sub-29024,ABIDEII-BNI_1
ABIDE2,sub-29025,ABIDEII-BNI_1
ABIDE2,sub-29026,ABIDEII-BNI_1
ABIDE2,sub-29027,ABIDEII-BNI_1
ABIDE2,sub-29028,ABIDEII-BNI_1
ABIDE2,sub-29029,ABIDEII-BNI_1
ABIDE2,sub-29030,ABIDEII-BNI_1
ABIDE2,sub-29031,ABIDEII-BNI_1
ABIDE2,sub-29032,ABIDEII-BNI_1
ABIDE2,sub-29033,ABIDEII-BNI_1
ABIDE2,sub-29034,ABIDEII-BNI_1
ABIDE2,sub-29035,ABIDEII-BNI_1
ABIDE2,sub-29036,ABIDEII-BNI_1
ABIDE2,sub-29037,ABIDEII-BNI_1
ABIDE2,sub-29038,ABIDEII-BNI_1
ABIDE2,sub-29039,ABIDEII-BNI_1
ABIDE2,sub-29040,ABIDEII-BNI_1
ABIDE2,sub-29041,ABIDEII-BNI_1
ABIDE2,sub-29042,ABIDEII-BNI_1
ABIDE2,sub-29043,ABIDEII-BNI_1
ABIDE2,sub-29044,ABIDEII-BNI_1
ABIDE2,sub-29045,ABIDEII-BNI_1
ABIDE2,sub-29046,ABIDEII-BNI_1
ABIDE2,sub-29047,ABIDEII-BNI_1
ABIDE2,sub-29048,ABIDEII-BNI_1
ABIDE2,sub-29049,ABIDEII-BNI_1
ABIDE2,sub-29050,ABIDEII-BNI_1
ABIDE2,sub-29051,ABIDEII-BNI_1
ABIDE2,sub-29052,ABIDEII-BNI_1
ABIDE2,sub-29053,ABIDEII-BNI_1
ABIDE2,sub-29054,ABIDEII-BNI_1
ABIDE2,sub-29055,ABIDEII-BNI_1
ABIDE2,sub-29056,ABIDEII-BNI_1
ABIDE2,sub-30144,ABIDEII-BNI_1
ABIDE2,sub-30146,ABIDEII-BNI_1
ABIDE2,sub-30147,ABIDEII-BNI_1
ABIDE2,sub-30148,ABIDEII-BNI_1
ABIDE2,sub-30149,ABIDEII-BNI_1
ABIDE2,sub-30150,ABIDEII-BNI_1
ABIDE2,sub-30151,ABIDEII-BNI_1
ABIDE2,sub-29864,ABIDEII-EMC_1
ABIDE2,sub-29865,ABIDEII-EMC_1
ABIDE2,sub-29866,ABIDEII-EMC_1
ABIDE2,sub-29867,ABIDEII-EMC_1
ABIDE2,sub-29868,ABIDEII-EMC_1
ABIDE2,sub-29869,ABIDEII-EMC_1
ABIDE2,sub-29870,ABIDEII-EMC_1
ABIDE2,sub-29871,ABIDEII-EMC_1
ABIDE2,sub-29872,ABIDEII-EMC_1
ABIDE2,sub-29873,ABIDEII-EMC_1
ABIDE2,sub-29874,ABIDEII-EMC_1
ABIDE2,sub-29875,ABIDEII-EMC_1
ABIDE2,sub-29876,ABIDEII-EMC_1
ABIDE2,sub-29877,ABIDEII-EMC_1
ABIDE2,sub-29878,ABIDEII-EMC_1
ABIDE2,sub-29879,ABIDEII-EMC_1
ABIDE2,sub-29880,ABIDEII-EMC_1
ABIDE2,sub-29881,ABIDEII-EMC_1
ABIDE2,sub-29882,ABIDEII-EMC_1
ABIDE2,sub-29883,ABIDEII-EMC_1
ABIDE2,sub-29884,ABIDEII-EMC_1
ABIDE2,sub-29885,ABIDEII-EMC_1
ABIDE2,sub-29886,ABIDEII-EMC_1
ABIDE2,sub-29887,ABIDEII-EMC_1
ABIDE2,sub-29888,ABIDEII-EMC_1
ABIDE2,sub-29889,ABIDEII-EMC_1
ABIDE2,sub-29890,ABIDEII-EMC_1
ABIDE2,sub-29891,ABIDEII-EMC_1
ABIDE2,sub-29892,ABIDEII-EMC_1
ABIDE2,sub-29893,ABIDEII-EMC_1
ABIDE2,sub-29894,ABIDEII-EMC_1
ABIDE2,sub-29895,ABIDEII-EMC_1
ABIDE2,sub-29896,ABIDEII-EMC_1
ABIDE2,sub-29897,ABIDEII-EMC_1
ABIDE2,sub-29898,ABIDEII-EMC_1
ABIDE2,sub-29899,ABIDEII-EMC_1
ABIDE2,sub-29900,ABIDEII-EMC_1
ABIDE2,sub-29901,ABIDEII-EMC_1
ABIDE2,sub-29902,ABIDEII-EMC_1
ABIDE2,sub-29903,ABIDEII-EMC_1
ABIDE2,sub-29904,ABIDEII-EMC_1
ABIDE2,sub-29905,ABIDEII-EMC_1
ABIDE2,sub-29906,ABIDEII-EMC_1
ABIDE2,sub-29907,ABIDEII-EMC_1
ABIDE2,sub-29908,ABIDEII-EMC_1
ABIDE2,sub-29909,ABIDEII-EMC_1
ABIDE2,sub-29910,ABIDEII-EMC_1
ABIDE2,sub-29911,ABIDEII-EMC_1
ABIDE2,sub-29912,ABIDEII-EMC_1
ABIDE2,sub-29913,ABIDEII-EMC_1
ABIDE2,sub-29914,ABIDEII-EMC_1
ABIDE2,sub-29915,ABIDEII-EMC_1
ABIDE2,sub-29916,ABIDEII-EMC_1
ABIDE2,sub-29917,ABIDEII-EMC_1
ABIDE2,sub-29057,ABIDEII-ETH_1
ABIDE2,sub-29058,ABIDEII-ETH_1
ABIDE2,sub-29059,ABIDEII-ETH_1
ABIDE2,sub-29060,ABIDEII-ETH_1
ABIDE2,sub-29062,ABIDEII-ETH_1
ABIDE2,sub-29063,ABIDEII-ETH_1
ABIDE2,sub-29064,ABIDEII-ETH_1
ABIDE2,sub-29065,ABIDEII-ETH_1
ABIDE2,sub-29066,ABIDEII-ETH_1
ABIDE2,sub-29067,ABIDEII-ETH_1
ABIDE2,sub-29068,ABIDEII-ETH_1
ABIDE2,sub-29069,ABIDEII-ETH_1
ABIDE2,sub-29070,ABIDEII-ETH_1
ABIDE2,sub-29071,ABIDEII-ETH_1
ABIDE2,sub-29072,ABIDEII-ETH_1
ABIDE2,sub-29073,ABIDEII-ETH_1
ABIDE2,sub-29074,ABIDEII-ETH_1
ABIDE2,sub-29075,ABIDEII-ETH_1
ABIDE2,sub-29076,ABIDEII-ETH_1
ABIDE2,sub-29077,ABIDEII-ETH_1
ABIDE2,sub-29078,ABIDEII-ETH_1
ABIDE2,sub-29079,ABIDEII-ETH_1
ABIDE2,sub-29080,ABIDEII-ETH_1
ABIDE2,sub-29081,ABIDEII-ETH_1
ABIDE2,sub-29082,ABIDEII-ETH_1
ABIDE2,sub-29083,ABIDEII-ETH_1
ABIDE2,sub-29084,ABIDEII-ETH_1
ABIDE2,sub-29085,ABIDEII-ETH_1
ABIDE2,sub-29086,ABIDEII-ETH_1
ABIDE2,sub-29087,ABIDEII-ETH_1
ABIDE2,sub-29088,ABIDEII-ETH_1
ABIDE2,sub-29089,ABIDEII-ETH_1
ABIDE2,sub-29090,ABIDEII-ETH_1
ABIDE2,sub-29091,ABIDEII-ETH_1
ABIDE2,sub-29092,ABIDEII-ETH_1
ABIDE2,sub-29093,ABIDEII-ETH_1
ABIDE2,sub-29094,ABIDEII-ETH_1
ABIDE2,sub-28741,ABIDEII-GU_1
ABIDE2,sub-28742,ABIDEII-GU_1
ABIDE2,sub-28743,ABIDEII-GU_1
ABIDE2,sub-28744,ABIDEII-GU_1
ABIDE2,sub-28745,ABIDEII-GU_1
ABIDE2,sub-28746,ABIDEII-GU_1
ABIDE2,sub-28747,ABIDEII-GU_1
ABIDE2,sub-28748,ABIDEII-GU_1
ABIDE2,sub-28749,ABIDEII-GU_1
ABIDE2,sub-28750,ABIDEII-GU_1
ABIDE2,sub-28751,ABIDEII-GU_1
ABIDE2,sub-28752,ABIDEII-GU_1
ABIDE2,sub-28753,ABIDEII-GU_1
ABIDE2,sub-28754,ABIDEII-GU_1
ABIDE2,sub-28755,ABIDEII-GU_1
ABIDE2,sub-28756,ABIDEII-GU_1
ABIDE2,sub-28757,ABIDEII-GU_1
ABIDE2,sub-28758,ABIDEII-GU_1
ABIDE2,sub-28759,ABIDEII-GU_1
ABIDE2,sub-28760,ABIDEII-GU_1
ABIDE2,sub-28761,ABIDEII-GU_1
ABIDE2,sub-28762,ABIDEII-GU_1
ABIDE2,sub-28763,ABIDEII-GU_1
ABIDE2,sub-28764,ABIDEII-GU_1
ABIDE2,sub-28765,ABIDEII-GU_1
ABIDE2,sub-28766,ABIDEII-GU_1
ABIDE2,sub-28767,ABIDEII-GU_1
ABIDE2,sub-28768,ABIDEII-GU_1
ABIDE2,sub-28769,ABIDEII-GU_1
ABIDE2,sub-28770,ABIDEII-GU_1
ABIDE2,sub-28771,ABIDEII-GU_1
ABIDE2,sub-28772,ABIDEII-GU_1
ABIDE2,sub-28773,ABIDEII-GU_1
ABIDE2,sub-28774,ABIDEII-GU_1
ABIDE2,sub-28775,ABIDEII-GU_1
ABIDE2,sub-28776,ABIDEII-GU_1
ABIDE2,sub-28777,ABIDEII-GU_1
ABIDE2,sub-28778,ABIDEII-GU_1
ABIDE2,sub-28779,ABIDEII-GU_1
ABIDE2,sub-28780,ABIDEII-GU_1
ABIDE2,sub-28781,ABIDEII-GU_1
ABIDE2,sub-28782,ABIDEII-GU_1
ABIDE2,sub-28783,ABIDEII-GU_1
ABIDE2,sub-28784,ABIDEII-GU_1
ABIDE2,sub-28785,ABIDEII-GU_1
ABIDE2,sub-28786,ABIDEII-GU_1
ABIDE2,sub-28787,ABIDEII-GU_1
ABIDE2,sub-28788,ABIDEII-GU_1
ABIDE2,sub-28789,ABIDEII-GU_1
ABIDE2,sub-28790,ABIDEII-GU_1
ABIDE2,sub-28791,ABIDEII-GU_1
ABIDE2,sub-28792,ABIDEII-GU_1
ABIDE2,sub-28793,ABIDEII-GU_1
ABIDE2,sub-28794,ABIDEII-GU_1
ABIDE2,sub-28795,ABIDEII-GU_1
ABIDE2,sub-28796,ABIDEII-GU_1
ABIDE2,sub-28797,ABIDEII-GU_1
ABIDE2,sub-28798,ABIDEII-GU_1
ABIDE2,sub-28799,ABIDEII-GU_1
ABIDE2,sub-28800,ABIDEII-GU_1
ABIDE2,sub-28801,ABIDEII-GU_1
ABIDE2,sub-28802,ABIDEII-GU_1
ABIDE2,sub-28803,ABIDEII-GU_1
ABIDE2,sub-28804,ABIDEII-GU_1
ABIDE2,sub-28805,ABIDEII-GU_1
ABIDE2,sub-28806,ABIDEII-GU_1
ABIDE2,sub-28807,ABIDEII-GU_1
ABIDE2,sub-28808,ABIDEII-GU_1
ABIDE2,sub-28809,ABIDEII-GU_1
ABIDE2,sub-28810,ABIDEII-GU_1
ABIDE2,sub-28811,ABIDEII-GU_1
ABIDE2,sub-28812,ABIDEII-GU_1
