dataset	run_id	subject_id	site	qc_status	fd	connectome_npz
ABIDE1	sub-0050402_task-rest_run-1	sub-0050402	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050402_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050403_task-rest_run-1	sub-0050403	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050403_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050404_task-rest_run-1	sub-0050404	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050404_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050405_task-rest_run-1	sub-0050405	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050405_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050406_task-rest_run-1	sub-0050406	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050406_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050407_task-rest_run-1	sub-0050407	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050407_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050408_task-rest_run-1	sub-0050408	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050408_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050410_task-rest_run-1	sub-0050410	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050410_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050412_task-rest_run-1	sub-0050412	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050412_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050413_task-rest_run-1	sub-0050413	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050413_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050414_task-rest_run-1	sub-0050414	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050414_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050415_task-rest_run-1	sub-0050415	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050415_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050416_task-rest_run-1	sub-0050416	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050416_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050417_task-rest_run-1	sub-0050417	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050417_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050418_task-rest_run-1	sub-0050418	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050418_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050419_task-rest_run-1	sub-0050419	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050419_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050421_task-rest_run-1	sub-0050421	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050421_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050422_task-rest_run-1	sub-0050422	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050422_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050424_task-rest_run-1	sub-0050424	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050424_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050425_task-rest_run-1	sub-0050425	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050425_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050426_task-rest_run-1	sub-0050426	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050426_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050427_task-rest_run-1	sub-0050427	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050427_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050428_task-rest_run-1	sub-0050428	UM_2	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050428_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050551_task-rest_run-1	sub-0050551	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050551_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050552_task-rest_run-1	sub-0050552	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050552_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050553_task-rest_run-1	sub-0050553	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050553_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050554_task-rest_run-1	sub-0050554	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050554_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050555_task-rest_run-1	sub-0050555	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050555_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050556_task-rest_run-1	sub-0050556	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050556_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050557_task-rest_run-1	sub-0050557	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050557_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050558_task-rest_run-1	sub-0050558	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050558_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050560_task-rest_run-1	sub-0050560	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050560_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050561_task-rest_run-1	sub-0050561	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050561_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050562_task-rest_run-1	sub-0050562	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050562_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050563_task-rest_run-1	sub-0050563	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050563_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050564_task-rest_run-1	sub-0050564	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050564_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050565_task-rest_run-1	sub-0050565	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050565_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050566_task-rest_run-1	sub-0050566	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050566_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050567_task-rest_run-1	sub-0050567	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050567_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050568_task-rest_run-1	sub-0050568	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050568_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050569_task-rest_run-1	sub-0050569	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050569_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050570_task-rest_run-1	sub-0050570	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050570_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050572_task-rest_run-1	sub-0050572	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050572_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050573_task-rest_run-1	sub-0050573	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050573_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050574_task-rest_run-1	sub-0050574	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050574_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050575_task-rest_run-1	sub-0050575	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050575_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050576_task-rest_run-1	sub-0050576	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050576_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050577_task-rest_run-1	sub-0050577	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050577_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050601_task-rest_run-1	sub-0050601	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050601_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050603_task-rest_run-1	sub-0050603	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050603_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050604_task-rest_run-1	sub-0050604	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050604_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050605_task-rest_run-1	sub-0050605	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050605_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050606_task-rest_run-1	sub-0050606	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050606_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050607_task-rest_run-1	sub-0050607	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050607_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050608_task-rest_run-1	sub-0050608	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050608_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050609_task-rest_run-1	sub-0050609	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050609_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050610_task-rest_run-1	sub-0050610	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050610_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050611_task-rest_run-1	sub-0050611	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050611_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050612_task-rest_run-1	sub-0050612	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050612_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050613_task-rest_run-1	sub-0050613	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050613_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050614_task-rest_run-1	sub-0050614	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050614_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050616_task-rest_run-1	sub-0050616	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050616_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050617_task-rest_run-1	sub-0050617	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050617_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050619_task-rest_run-1	sub-0050619	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050619_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050620_task-rest_run-1	sub-0050620	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050620_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050621_task-rest_run-1	sub-0050621	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050621_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050622_task-rest_run-1	sub-0050622	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050622_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050623_task-rest_run-1	sub-0050623	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050623_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050625_task-rest_run-1	sub-0050625	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050625_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050626_task-rest_run-1	sub-0050626	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050626_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050627_task-rest_run-1	sub-0050627	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050627_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050628_task-rest_run-1	sub-0050628	YALE	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050628_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050642_task-rest_run-1	sub-0050642	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050642_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050647_task-rest_run-1	sub-0050647	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050647_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050649_task-rest_run-1	sub-0050649	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050649_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050654_task-rest_run-1	sub-0050654	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050654_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050656_task-rest_run-1	sub-0050656	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050656_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050660_task-rest_run-1	sub-0050660	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050660_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050664_task-rest_run-1	sub-0050664	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050664_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050666_task-rest_run-1	sub-0050666	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050666_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050668_task-rest_run-1	sub-0050668	CMU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050668_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050682_task-rest_run-1	sub-0050682	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050682_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050683_task-rest_run-1	sub-0050683	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050683_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050685_task-rest_run-1	sub-0050685	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050685_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050686_task-rest_run-1	sub-0050686	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050686_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050687_task-rest_run-1	sub-0050687	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050687_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050688_task-rest_run-1	sub-0050688	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050688_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050689_task-rest_run-1	sub-0050689	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050689_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050690_task-rest_run-1	sub-0050690	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050690_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050691_task-rest_run-1	sub-0050691	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050691_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050692_task-rest_run-1	sub-0050692	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050692_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050693_task-rest_run-1	sub-0050693	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050693_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050694_task-rest_run-1	sub-0050694	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050694_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050695_task-rest_run-1	sub-0050695	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050695_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050696_task-rest_run-1	sub-0050696	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050696_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050697_task-rest_run-1	sub-0050697	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050697_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050698_task-rest_run-1	sub-0050698	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050698_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050699_task-rest_run-1	sub-0050699	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050699_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050700_task-rest_run-1	sub-0050700	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050700_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050702_task-rest_run-1	sub-0050702	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050702_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050703_task-rest_run-1	sub-0050703	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050703_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050704_task-rest_run-1	sub-0050704	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050704_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050705_task-rest_run-1	sub-0050705	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050705_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050706_task-rest_run-1	sub-0050706	LEUVEN_1	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050706_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
