stream,scenario,model,metric,sex,mapping_threshold,plot
dxsex,OVERALL_ageSexMatched_fd-0.2,site,Strength_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site,Strength_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site/Strength_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,PC,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/PC/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,PC_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/PC_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,PC_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/PC_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,Z,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/Z/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,Z_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/Z_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,Z_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/Z_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,Strength_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq,Strength_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq/Strength_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,PC,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/PC/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,PC_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/PC_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,PC_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/PC_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,Z,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/Z/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,Z_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/Z_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,Z_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/Z_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,Strength_pos,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.2,site_iq_rh,Strength_neg,male+female+delta,fd-0.2,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.2/site_iq_rh/Strength_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,PC,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/PC/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,PC_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/PC_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,PC_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/PC_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,Z,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/Z/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,Z_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/Z_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,Z_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/Z_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,Strength_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site,Strength_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site/Strength_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,PC,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/PC/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,PC_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/PC_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,PC_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/PC_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,Z,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/Z/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,Z_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/Z_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,Z_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/Z_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,Strength_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq,Strength_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq/Strength_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,PC,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/PC/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,PC_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/PC_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,PC_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/PC_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,Z,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/Z/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,Z_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/Z_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,Z_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/Z_neg/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,Strength_pos,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/Strength_pos/dxsex_triptych.png
dxsex,OVERALL_ageSexMatched_fd-0.3,site_iq_rh,Strength_neg,male+female+delta,fd-0.3,/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/qc/module_heatmaps/dxsex/OVERALL_ageSexMatched_fd-0.3/site_iq_rh/Strength_neg/dxsex_triptych.png
